id,systemCode,name,chamber,type,activityName,activityDate
hconres10,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-01-25 15:00:35+00:00
hconres10,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-01-25 15:00:30+00:00
hconres101,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2024-03-22 13:00:25+00:00
hconres101,hspw00,Transportation and Infrastructure Committee,House,Standing,Referred to,2024-03-22 13:00:15+00:00
hconres101,hsju00,Judiciary Committee,House,Standing,Referred to,2024-03-22 13:00:10+00:00
hconres101,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2024-03-22 13:00:05+00:00
hconres102,hsju00,Judiciary Committee,House,Standing,Referred to,2024-03-29 16:00:40+00:00
hconres103,hsha00,Committee on House Administration,House,Standing,Referred to,2024-04-12 12:00:20+00:00
hconres104,hsha00,Committee on House Administration,House,Standing,Referred to,2024-04-16 14:01:35+00:00
hconres105,hsha00,Committee on House Administration,House,Standing,Referred to,2024-05-01 14:00:45+00:00
hconres106,ssju00,Judiciary Committee,Senate,Standing,Referred to,2024-05-15 16:59:57+00:00
hconres106,hsju00,Judiciary Committee,House,Standing,Referred to,2024-05-06 16:01:35+00:00
hconres107,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2024-05-06 16:01:45+00:00
hconres12,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-02-01 15:04:25+00:00
hconres13,hsju00,Judiciary Committee,House,Standing,Referred to,2023-02-06 17:02:00+00:00
hconres16,hsas00,Armed Services Committee,House,Standing,Referred to,2023-02-17 15:06:35+00:00
hconres19,hsha00,Committee on House Administration,House,Standing,Referred to,2023-02-17 15:03:45+00:00
hconres2,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:01:20+00:00
hconres20,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-02-21 17:03:45+00:00
hconres21,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-03-01 14:09:45+00:00
hconres22,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-03-09 15:06:10+00:00
hconres23,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-09 15:04:30+00:00
hconres24,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-14 20:04:25+00:00
hconres25,hsha00,Committee on House Administration,House,Standing,Referred to,2023-03-17 15:02:00+00:00
hconres27,ssfr00,Foreign Relations Committee,Senate,Standing,Referred to,2024-06-12 16:59:53+00:00
hconres27,hsfa00,Foreign Affairs Committee,House,Standing,Markup by,2024-02-06 15:46:00+00:00
hconres27,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-03-23 14:02:50+00:00
hconres28,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-03-23 14:05:30+00:00
hconres29,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-03-28 14:00:10+00:00
hconres3,ssju00,Judiciary Committee,Senate,Standing,Referred to,2023-01-23 21:52:35+00:00
hconres3,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:01:25+00:00
hconres30,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-03-28 14:00:05+00:00
hconres31,hsba00,Financial Services Committee,House,Standing,Referred to,2023-03-30 13:03:25+00:00
hconres31,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-03-30 13:03:20+00:00
hconres32,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-30 13:06:05+00:00
hconres33,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-13 15:05:05+00:00
hconres33,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2023-04-13 15:05:00+00:00
hconres35,hsha00,Committee on House Administration,House,Standing,Discharged from,2023-04-26 21:59:19+00:00
hconres35,hsha00,Committee on House Administration,House,Standing,Referred to,2023-04-25 16:07:00+00:00
hconres36,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-04-27 13:03:20+00:00
hconres38,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-02 15:03:40+00:00
hconres39,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-02 15:01:20+00:00
hconres4,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:19:05+00:00
hconres40,ssju00,Judiciary Committee,Senate,Standing,Referred to,2023-05-30 20:36:44+00:00
hconres40,hsju00,Judiciary Committee,House,Standing,Reported by,2023-05-15 18:57:23+00:00
hconres40,hsju00,Judiciary Committee,House,Standing,Markup by,2023-05-10 16:23:43+00:00
hconres40,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-05 15:00:05+00:00
hconres44,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-17 14:09:35+00:00
hconres45,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-18 13:12:10+00:00
hconres46,hsru00,Rules Committee,House,Standing,Referred to,2023-05-18 13:00:40+00:00
hconres47,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-22 16:07:05+00:00
hconres48,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-23 14:01:30+00:00
hconres49,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-24 14:05:25+00:00
hconres5,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:20:45+00:00
hconres50,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-25 13:10:10+00:00
hconres51,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-12 16:03:45+00:00
hconres52,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-13 14:00:25+00:00
hconres53,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-21 14:04:40+00:00
hconres53,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-21 14:04:35+00:00
hconres53,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-06-21 14:04:30+00:00
hconres53,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-21 14:04:20+00:00
hconres54,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-23 13:01:50+00:00
hconres55,hsii00,Natural Resources Committee,House,Standing,Unknown,2023-06-30 18:06:45+00:00
hconres55,hsii00,Natural Resources Committee,House,Standing,Referred to,2023-06-30 18:06:45+00:00
hconres57,ssfr00,Foreign Relations Committee,Senate,Standing,Discharged from,2023-07-26 03:09:50+00:00
hconres57,ssfr00,Foreign Relations Committee,Senate,Standing,Referred to,2023-07-19 18:40:41+00:00
hconres57,hsju00,Judiciary Committee,House,Standing,Referred to,2023-07-17 16:02:30+00:00
hconres57,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-17 16:02:25+00:00
hconres58,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2023-07-18 14:01:50+00:00
hconres59,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-20 13:00:35+00:00
hconres6,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-01-09 22:13:10+00:00
hconres6,hsru00,Rules Committee,House,Standing,Referred to,2023-01-09 22:13:05+00:00
hconres60,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-26 14:07:45+00:00
hconres61,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-27 14:10:30+00:00
hconres62,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-08-18 14:32:30+00:00
hconres64,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-09-14 14:03:15+00:00
hconres66,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-09-20 14:00:20+00:00
hconres68,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-09-26 16:05:30+00:00
hconres69,hsii00,Natural Resources Committee,House,Standing,Referred to,2023-09-27 13:02:45+00:00
hconres7,ssfr00,Foreign Relations Committee,Senate,Standing,Referred to,2023-01-26 20:54:48+00:00
hconres7,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-01-09 22:02:45+00:00
hconres70,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-09-29 14:02:40+00:00
hconres71,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-10-25 18:48:55+00:00
hconres72,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-10-26 03:00:00+00:00
hconres72,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-10-25 05:02:48+00:00
hconres73,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-10-26 03:00:00+00:00
hconres73,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-10-25 05:00:46+00:00
hconres74,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-10-25 21:42:03+00:00
hconres75,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-11-09 14:02:20+00:00
hconres76,hsvr00,Veterans' Affairs Committee,House,Standing,Referred to,2023-11-09 14:01:35+00:00
hconres77,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-11-17 14:01:20+00:00
hconres79,hsha00,Committee on House Administration,House,Standing,Referred to,2023-11-28 17:01:50+00:00
hconres8,hsru00,Rules Committee,House,Standing,Referred to,2023-01-11 15:01:40+00:00
hconres80,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-11-29 15:02:30+00:00
hconres81,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-12-19 19:01:05+00:00
hconres82,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2024-01-17 15:02:10+00:00
hconres84,hsha00,Committee on House Administration,House,Standing,Discharged from,2024-02-06 23:56:08+00:00
hconres84,hsha00,Committee on House Administration,House,Standing,Referred to,2024-01-22 16:01:30+00:00
hconres85,hsha00,Committee on House Administration,House,Standing,Discharged from,2024-02-06 23:57:06+00:00
hconres85,hsha00,Committee on House Administration,House,Standing,Referred to,2024-01-25 20:00:35+00:00
hconres86,ssfi00,Finance Committee,Senate,Standing,Referred to,2024-03-22 16:14:48+00:00
hconres86,hswm00,Ways and Means Committee,House,Standing,Referred to,2024-01-25 20:02:30+00:00
hconres87,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2024-01-31 15:02:50+00:00
hconres88,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2024-02-06 17:02:40+00:00
hconres88,hsba00,Financial Services Committee,House,Standing,Referred to,2024-02-06 17:02:35+00:00
hconres89,hsha00,Committee on House Administration,House,Standing,Discharged from,2024-02-29 00:33:09+00:00
hconres89,hsha00,Committee on House Administration,House,Standing,Referred to,2024-02-06 17:01:40+00:00
hconres9,ssju00,Judiciary Committee,Senate,Standing,Referred to,2023-02-07 21:17:00+00:00
hconres9,hsba00,Financial Services Committee,House,Standing,Referred to,2023-01-25 15:04:20+00:00
hconres90,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2024-02-06 17:03:00+00:00
hconres91,hsha00,Committee on House Administration,House,Standing,Referred to,2024-02-15 15:04:50+00:00
hconres92,hsju00,Judiciary Committee,House,Standing,Referred to,2024-02-20 18:02:05+00:00
hconres95,hsju00,Judiciary Committee,House,Standing,Referred to,2024-03-07 15:01:45+00:00
hconres96,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2024-03-08 14:02:15+00:00
hconres97,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2024-03-12 14:01:00+00:00
hconres98,hsju00,Judiciary Committee,House,Standing,Referred to,2024-03-13 13:04:10+00:00
hconres98,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2024-03-13 13:04:05+00:00
hconres99,hsju00,Judiciary Committee,House,Standing,Referred to,2024-03-15 15:03:05+00:00
hjres1,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:02:25+00:00
hjres10,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:19:35+00:00
hjres100,hsba00,Financial Services Committee,House,Standing,Markup by,2024-05-16 20:12:00+00:00
hjres100,hsba00,Financial Services Committee,House,Standing,Referred to,2023-11-09 14:02:50+00:00
hjres101,hsju00,Judiciary Committee,House,Standing,Referred to,2023-11-13 17:04:30+00:00
hjres102,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-11-15 14:02:15+00:00
hjres103,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-11-15 14:02:25+00:00
hjres104,hsju00,Judiciary Committee,House,Standing,Referred to,2023-11-29 15:02:10+00:00
hjres105,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2024-01-02 14:00:05+00:00
hjres106,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2024-01-02 14:00:10+00:00
hjres108,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2024-01-30 15:02:35+00:00
hjres109,hsba00,Financial Services Committee,House,Standing,Reported by,2024-05-01 18:44:13+00:00
hjres109,hsba00,Financial Services Committee,House,Standing,Markup by,2024-02-29 15:18:09+00:00
hjres109,hsba00,Financial Services Committee,House,Standing,Referred to,2024-02-01 14:04:35+00:00
hjres11,hsju00,Judiciary Committee,House,Standing,Unknown,2023-09-28 21:17:43+00:00
hjres11,hsju00,Judiciary Committee,House,Standing,Markup by,2023-09-28 21:17:17+00:00
hjres11,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:05:15+00:00
hjres110,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2024-02-01 14:02:35+00:00
hjres112,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2024-02-05 17:02:00+00:00
hjres113,hsju00,Judiciary Committee,House,Standing,Referred to,2024-02-07 14:00:40+00:00
hjres115,hsag00,Agriculture Committee,House,Standing,Referred to,2024-02-20 18:01:50+00:00
hjres116,hsed00,Education and the Workforce Committee,House,Standing,Reported by,2024-04-05 14:15:01+00:00
hjres116,hsed00,Education and the Workforce Committee,House,Standing,Markup by,2024-03-21 14:00:00+00:00
hjres116,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2024-03-06 15:00:40+00:00
hjres118,hsju00,Judiciary Committee,House,Standing,Referred to,2024-03-07 15:00:05+00:00
hjres119,hsba00,Financial Services Committee,House,Standing,Referred to,2024-03-21 14:01:40+00:00
hjres12,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:21:05+00:00
hjres120,hsba00,Financial Services Committee,House,Standing,Markup by,2024-04-17 18:40:00+00:00
hjres120,hsba00,Financial Services Committee,House,Standing,Referred to,2024-03-22 13:02:35+00:00
hjres121,hsba00,Financial Services Committee,House,Standing,Referred to,2024-03-26 13:02:05+00:00
hjres122,hsba00,Financial Services Committee,House,Standing,Markup by,2024-04-17 18:38:00+00:00
hjres122,hsba00,Financial Services Committee,House,Standing,Referred to,2024-03-29 16:01:30+00:00
hjres124,hsba00,Financial Services Committee,House,Standing,Markup by,2024-04-17 18:46:00+00:00
hjres124,hsba00,Financial Services Committee,House,Standing,Referred to,2024-04-05 13:00:30+00:00
hjres125,hsba00,Financial Services Committee,House,Standing,Markup by,2024-04-17 18:42:00+00:00
hjres125,hsba00,Financial Services Committee,House,Standing,Referred to,2024-04-05 13:02:10+00:00
hjres126,hsba00,Financial Services Committee,House,Standing,Markup by,2024-04-17 18:44:00+00:00
hjres126,hsba00,Financial Services Committee,House,Standing,Referred to,2024-04-05 13:00:50+00:00
hjres127,hsba00,Financial Services Committee,House,Standing,Markup by,2024-04-17 18:36:00+00:00
hjres127,hsba00,Financial Services Committee,House,Standing,Referred to,2024-04-09 16:01:20+00:00
hjres129,hswm00,Ways and Means Committee,House,Standing,Referred to,2024-04-18 13:00:50+00:00
hjres129,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2024-04-18 13:00:45+00:00
hjres129,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2024-04-18 13:00:40+00:00
hjres13,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:19:00+00:00
hjres130,hspw00,Transportation and Infrastructure Committee,House,Standing,Referred to,2024-04-19 13:01:20+00:00
hjres131,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2024-04-26 13:31:20+00:00
hjres132,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2024-04-29 16:03:10+00:00
hjres133,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2024-05-01 14:01:10+00:00
hjres134,hsju00,Judiciary Committee,House,Standing,Referred to,2024-05-01 14:03:35+00:00
hjres135,hsju00,Judiciary Committee,House,Standing,Referred to,2024-05-01 14:01:25+00:00
hjres136,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2024-05-01 14:01:30+00:00
hjres137,hswm00,Ways and Means Committee,House,Standing,Referred to,2024-05-07 14:03:30+00:00
hjres137,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2024-05-07 14:03:25+00:00
hjres137,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2024-05-07 14:03:20+00:00
hjres138,hswm00,Ways and Means Committee,House,Standing,Referred to,2024-05-08 14:00:30+00:00
hjres138,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2024-05-08 14:00:25+00:00
hjres139,hswm00,Ways and Means Committee,House,Standing,Referred to,2024-05-10 16:33:45+00:00
hjres139,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2024-05-10 16:33:40+00:00
hjres14,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-01-10 15:02:35+00:00
hjres15,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-11 15:03:05+00:00
hjres16,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-11 15:05:25+00:00
hjres17,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-01-12 14:06:25+00:00
hjres18,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-01-12 14:03:40+00:00
hjres19,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-12 14:05:45+00:00
hjres2,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:26:10+00:00
hjres20,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-12 14:06:15+00:00
hjres21,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-12 14:06:20+00:00
hjres22,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-01-26 15:02:10+00:00
hjres23,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-31 15:00:25+00:00
hjres24,ssga00,Homeland Security and Governmental Affairs Committee,Senate,Standing,Referred to,2023-02-13 22:36:12+00:00
hjres24,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-01-31 15:06:30+00:00
hjres25,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-31 15:04:20+00:00
hjres26,ssga00,Homeland Security and Governmental Affairs Committee,Senate,Standing,Discharged from,2023-03-08 17:57:39+00:00
hjres26,ssga00,Homeland Security and Governmental Affairs Committee,Senate,Standing,Referred to,2023-02-13 22:36:39+00:00
hjres26,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-02-02 14:35:15+00:00
hjres28,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-02-06 17:03:00+00:00
hjres3,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:08:40+00:00
hjres30,hsed00,Education and the Workforce Committee,House,Standing,Unknown,2023-03-23 22:07:35+00:00
hjres30,hsed00,Education and the Workforce Committee,House,Standing,Unknown,2023-03-23 22:07:01+00:00
hjres30,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-02-07 15:01:05+00:00
hjres31,hsvr00,Veterans' Affairs Committee,House,Standing,Referred to,2023-02-07 15:00:40+00:00
hjres32,hsju00,Judiciary Committee,House,Standing,Referred to,2023-02-09 14:03:45+00:00
hjres33,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-02-17 15:06:30+00:00
hjres33,hsvr00,Veterans' Affairs Committee,House,Standing,Referred to,2023-02-17 15:06:25+00:00
hjres34,hsju00,Judiciary Committee,House,Standing,Referred to,2023-02-17 15:00:40+00:00
hjres35,hsju00,Judiciary Committee,House,Standing,Referred to,2023-02-21 17:06:10+00:00
hjres36,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-01 14:07:30+00:00
hjres37,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-01 14:06:05+00:00
hjres38,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-01 14:07:45+00:00
hjres39,hswm00,Ways and Means Committee,House,Standing,Unknown,2023-05-24 21:07:56+00:00
hjres39,hswm00,Ways and Means Committee,House,Standing,Unknown,2023-05-24 21:07:30+00:00
hjres39,hswm00,Ways and Means Committee,House,Standing,Reported by,2023-04-21 19:50:42+00:00
hjres39,hswm00,Ways and Means Committee,House,Standing,Markup by,2023-04-19 19:06:04+00:00
hjres39,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-03-07 17:05:40+00:00
hjres4,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:06:45+00:00
hjres40,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-07 17:02:50+00:00
hjres41,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-08 15:04:25+00:00
hjres42,hsgo00,Oversight and Accountability Committee,House,Standing,Unknown,2023-06-13 21:52:16+00:00
hjres42,hsgo00,Oversight and Accountability Committee,House,Standing,Unknown,2023-06-13 21:52:05+00:00
hjres42,hsgo00,Oversight and Accountability Committee,House,Standing,Reported by,2023-04-06 15:02:06+00:00
hjres42,hsgo00,Oversight and Accountability Committee,House,Standing,Markup by,2023-03-30 01:48:15+00:00
hjres42,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-03-09 15:06:05+00:00
hjres42,ssga00,Homeland Security and Governmental Affairs Committee,Senate,Standing,Discharged from,2023-05-16 14:19:10+00:00
hjres42,ssga00,Homeland Security and Governmental Affairs Committee,Senate,Standing,Referred to,2023-04-20 15:17:38+00:00
hjres44,hsju00,Judiciary Committee,House,Standing,Reported by,2023-05-17 23:16:17+00:00
hjres44,hsju00,Judiciary Committee,House,Standing,Markup by,2023-04-19 19:58:59+00:00
hjres44,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-17 15:04:30+00:00
hjres45,hsed00,Education and the Workforce Committee,House,Standing,Unknown,2023-06-21 22:04:58+00:00
hjres45,hsed00,Education and the Workforce Committee,House,Standing,Unknown,2023-06-21 22:04:50+00:00
hjres45,hsed00,Education and the Workforce Committee,House,Standing,Reported by,2023-05-18 22:51:19+00:00
hjres45,hsed00,Education and the Workforce Committee,House,Standing,Markup by,2023-05-10 19:42:03+00:00
hjres45,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-03-27 16:00:10+00:00
hjres47,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-30 13:00:45+00:00
hjres48,hsju00,Judiciary Committee,House,Standing,Referred to,2023-03-30 13:07:45+00:00
hjres5,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:06:50+00:00
hjres50,hsba00,Financial Services Committee,House,Standing,Referred to,2023-04-03 18:00:50+00:00
hjres51,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-06 15:01:10+00:00
hjres52,hlig00,Intelligence (Permanent Select) Committee,House,Select,Referred to,2023-04-06 15:03:35+00:00
hjres52,hsas00,Armed Services Committee,House,Standing,Referred to,2023-04-06 15:03:30+00:00
hjres52,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-04-06 15:03:25+00:00
hjres54,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-10 18:03:25+00:00
hjres55,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-18 14:04:15+00:00
hjres56,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-18 14:00:25+00:00
hjres57,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-18 14:01:10+00:00
hjres58,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-18 14:00:30+00:00
hjres59,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-25 16:00:40+00:00
hjres6,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:08:15+00:00
hjres60,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-27 13:05:20+00:00
hjres61,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-11 14:03:50+00:00
hjres62,ssra00,Rules and Administration Committee,Senate,Standing,Discharged from,2023-12-14 23:18:04+00:00
hjres62,ssra00,Rules and Administration Committee,Senate,Standing,Referred to,2023-06-06 20:59:25+00:00
hjres62,hsha00,Committee on House Administration,House,Standing,Discharged from,2023-06-05 23:07:00+00:00
hjres62,hsha00,Committee on House Administration,House,Standing,Referred to,2023-05-11 14:09:25+00:00
hjres63,ssra00,Rules and Administration Committee,Senate,Standing,Discharged from,2023-12-14 23:18:06+00:00
hjres63,ssra00,Rules and Administration Committee,Senate,Standing,Referred to,2023-06-06 20:59:10+00:00
hjres63,hsha00,Committee on House Administration,House,Standing,Discharged from,2023-06-05 23:08:00+00:00
hjres63,hsha00,Committee on House Administration,House,Standing,Referred to,2023-05-11 14:09:30+00:00
hjres64,ssra00,Rules and Administration Committee,Senate,Standing,Discharged from,2023-12-14 23:18:08+00:00
hjres64,ssra00,Rules and Administration Committee,Senate,Standing,Referred to,2023-06-06 20:58:47+00:00
hjres64,hsha00,Committee on House Administration,House,Standing,Discharged from,2023-06-05 23:09:00+00:00
hjres64,hsha00,Committee on House Administration,House,Standing,Referred to,2023-05-11 14:09:35+00:00
hjres65,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-25 13:07:50+00:00
hjres66,hsba00,Financial Services Committee,House,Standing,Reported by,2023-11-28 17:25:51+00:00
hjres66,hsba00,Financial Services Committee,House,Standing,Markup by,2023-07-27 20:12:00+00:00
hjres66,hsba00,Financial Services Committee,House,Standing,Referred to,2023-05-31 18:01:05+00:00
hjres67,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-09 13:03:05+00:00
hjres68,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-12 16:06:15+00:00
hjres7,ssfi00,Finance Committee,Senate,Standing,Discharged from,2023-03-28 14:40:14+00:00
hjres7,ssfi00,Finance Committee,Senate,Standing,Referred to,2023-02-02 16:43:24+00:00
hjres70,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-12 16:05:45+00:00
hjres71,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-14 14:05:10+00:00
hjres72,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-14 14:03:05+00:00
hjres73,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-14 14:00:35+00:00
hjres74,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-15 13:06:50+00:00
hjres75,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-15 13:05:35+00:00
hjres76,hsas00,Armed Services Committee,House,Standing,Referred to,2023-06-21 14:02:30+00:00
hjres76,hsvr00,Veterans' Affairs Committee,House,Standing,Referred to,2023-06-21 14:02:25+00:00
hjres77,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-21 14:06:45+00:00
hjres78,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-22 14:33:00+00:00
hjres79,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-06 16:02:30+00:00
hjres8,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-09 22:01:45+00:00
hjres80,hsju00,Judiciary Committee,House,Standing,Referred to,2023-07-06 16:03:50+00:00
hjres81,hsju00,Judiciary Committee,House,Standing,Referred to,2023-07-11 16:04:25+00:00
hjres82,hsju00,Judiciary Committee,House,Standing,Referred to,2023-07-14 13:00:30+00:00
hjres83,hsju00,Judiciary Committee,House,Standing,Referred to,2023-07-27 14:08:25+00:00
hjres84,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-08-01 19:03:50+00:00
hjres85,hsba00,Financial Services Committee,House,Standing,Referred to,2023-08-25 18:04:00+00:00
