id,systemCode,name,chamber,type,activityName,activityDate
hres321,hsha00,Committee on House Administration,House,Standing,Referred to,2023-04-25 22:30:39+00:00
hres322,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-04-25 16:08:20+00:00
hres323,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-04-25 16:06:10+00:00
hres324,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-04-25 16:07:15+00:00
hres325,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-04-25 16:00:50+00:00
hres326,hssm00,Small Business Committee,House,Standing,Referred to,2023-04-25 16:07:50+00:00
hres327,hsru00,Rules Committee,House,Standing,Reported original measure,2023-04-26 14:05:35+00:00
hres328,hsha00,Committee on House Administration,House,Standing,Discharged from,2023-04-26 22:00:20+00:00
hres328,hsha00,Committee on House Administration,House,Standing,Referred to,2023-04-26 21:30:36+00:00
hres329,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-04-26 14:06:35+00:00
hres33,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-01-12 14:07:00+00:00
hres330,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-26 14:05:45+00:00
hres331,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-04-26 14:02:40+00:00
hres332,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-04-26 14:00:50+00:00
hres334,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-04-27 13:05:10+00:00
hres335,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-04-27 13:03:15+00:00
hres337,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-28 13:07:30+00:00
hres340,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2023-04-28 13:01:40+00:00
hres340,hsju00,Judiciary Committee,House,Standing,Referred to,2023-04-28 13:01:35+00:00
hres340,hsas00,Armed Services Committee,House,Standing,Referred to,2023-04-28 13:01:30+00:00
hres340,hsru00,Rules Committee,House,Standing,Referred to,2023-04-28 13:01:25+00:00
hres340,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-04-28 13:01:20+00:00
hres341,hsba00,Financial Services Committee,House,Standing,Referred to,2023-04-28 13:04:20+00:00
hres342,hsas00,Armed Services Committee,House,Standing,Referred to,2023-04-28 13:08:00+00:00
hres342,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-04-28 13:07:50+00:00
hres344,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-04-28 13:06:05+00:00
hres346,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-04-28 13:06:15+00:00
hres349,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-05-02 15:05:20+00:00
hres35,hsru00,Rules Committee,House,Standing,Referred to,2023-01-12 14:05:40+00:00
hres350,hsru00,Rules Committee,House,Standing,Referred to,2023-05-02 15:01:05+00:00
hres351,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-02 15:03:15+00:00
hres352,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-02 15:04:25+00:00
hres353,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-02 15:03:30+00:00
hres354,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-02 15:03:05+00:00
hres354,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-02 15:03:00+00:00
hres356,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-02 15:04:45+00:00
hres357,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-02 15:02:05+00:00
hres358,hsii00,Natural Resources Committee,House,Standing,Referred to,2023-05-02 15:03:35+00:00
hres36,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-01-13 16:01:20+00:00
hres362,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-05 15:02:20+00:00
hres363,hsju00,Judiciary Committee,House,Standing,Reported by,2023-05-15 18:54:33+00:00
hres363,hsju00,Judiciary Committee,House,Standing,Markup by,2023-05-10 16:22:24+00:00
hres363,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-05 15:04:50+00:00
hres365,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-05 15:03:25+00:00
hres366,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-05 15:02:50+00:00
hres368,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-05 15:06:10+00:00
hres369,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-05 15:05:15+00:00
hres37,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-01-13 16:01:40+00:00
hres370,hsii00,Natural Resources Committee,House,Standing,Referred to,2023-05-05 16:03:00+00:00
hres371,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-09 16:01:15+00:00
hres373,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-09 16:05:40+00:00
hres376,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-09 16:04:35+00:00
hres377,hsfa00,Foreign Affairs Committee,House,Standing,Markup by,2023-05-16 19:11:38+00:00
hres377,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-09 16:05:10+00:00
hres378,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-09 16:00:15+00:00
hres38,hsru00,Rules Committee,House,Standing,Referred to,2023-01-17 19:02:45+00:00
hres381,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-09 16:05:35+00:00
hres382,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-09 16:04:05+00:00
hres383,hsru00,Rules Committee,House,Standing,Reported original measure,2023-05-10 14:01:55+00:00
hres386,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-10 14:01:30+00:00
hres387,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-10 14:01:20+00:00
hres388,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-10 14:00:50+00:00
hres389,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-11 14:07:40+00:00
hres39,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-17 19:04:05+00:00
hres390,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-11 14:04:00+00:00
hres392,hsba00,Financial Services Committee,House,Standing,Referred to,2023-05-11 14:00:30+00:00
hres393,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-11 14:10:30+00:00
hres394,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-11 14:01:40+00:00
hres396,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-11 14:11:00+00:00
hres397,hsvr00,Veterans' Affairs Committee,House,Standing,Referred to,2023-05-15 16:11:05+00:00
hres398,hsru00,Rules Committee,House,Standing,Reported original measure,2023-05-16 00:58:39+00:00
hres399,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-15 16:00:20+00:00
hres40,hsso00,Ethics Committee,House,Standing,Referred to,2023-01-17 19:03:40+00:00
hres40,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-17 19:03:35+00:00
hres401,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-15 16:08:35+00:00
hres402,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-15 16:00:50+00:00
hres403,hsha00,Committee on House Administration,House,Standing,Referred to,2023-05-15 16:04:00+00:00
hres405,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-16 14:04:20+00:00
hres406,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-16 14:04:25+00:00
hres407,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-16 14:04:30+00:00
hres408,hssy00,"Science, Space, and Technology Committee",House,Standing,Referred to,2023-05-16 14:01:10+00:00
hres409,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-17 14:05:05+00:00
hres41,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-01-17 19:01:35+00:00
hres410,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-17 14:08:05+00:00
hres411,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-17 14:08:10+00:00
hres412,hsso00,Ethics Committee,House,Standing,Referred to,2023-05-17 14:08:15+00:00
hres413,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-17 14:09:15+00:00
hres414,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-17 14:09:40+00:00
hres417,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-17 14:00:20+00:00
hres418,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-17 14:04:10+00:00
hres418,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2023-05-17 14:04:05+00:00
hres418,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-17 14:04:00+00:00
hres42,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-01-17 19:04:10+00:00
hres420,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-18 13:04:35+00:00
hres421,hsba00,Financial Services Committee,House,Standing,Referred to,2023-05-18 13:07:20+00:00
hres424,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-18 13:09:15+00:00
hres426,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-18 13:11:00+00:00
hres427,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-18 13:02:05+00:00
hres428,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-18 13:01:25+00:00
hres429,hsru00,Rules Committee,House,Standing,Reported original measure,2023-05-23 00:30:32+00:00
hres43,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-01-17 19:02:05+00:00
hres430,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-22 16:02:15+00:00
hres430,hsii00,Natural Resources Committee,House,Standing,Referred to,2023-05-22 16:02:10+00:00
hres431,hsha00,Committee on House Administration,House,Standing,Referred to,2023-05-22 16:05:00+00:00
hres431,hsru00,Rules Committee,House,Standing,Referred to,2023-05-22 16:04:50+00:00
hres432,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-22 16:03:50+00:00
hres433,hsas00,Armed Services Committee,House,Standing,Referred to,2023-05-22 16:02:20+00:00
hres434,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-22 16:03:40+00:00
hres435,hsha00,Committee on House Administration,House,Standing,Discharged from,2023-05-23 20:35:25+00:00
hres435,hsha00,Committee on House Administration,House,Standing,Referred to,2023-05-22 16:00:50+00:00
hres436,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-22 16:02:00+00:00
hres437,hsso00,Ethics Committee,House,Standing,Referred to,2023-05-23 14:03:25+00:00
hres438,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-23 14:03:50+00:00
hres439,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-23 14:02:10+00:00
hres44,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-01-17 19:00:05+00:00
hres440,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-05-24 14:04:10+00:00
hres441,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-24 14:03:45+00:00
hres443,hsas00,Armed Services Committee,House,Standing,Referred to,2023-05-25 13:09:45+00:00
hres444,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-25 13:03:25+00:00
hres445,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-25 13:05:20+00:00
hres446,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-25 13:00:05+00:00
hres448,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-05-25 13:09:10+00:00
hres449,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-25 13:04:45+00:00
hres449,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-05-25 13:04:40+00:00
hres45,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-17 19:02:10+00:00
hres450,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-25 13:08:05+00:00
hres452,hsru00,Rules Committee,House,Standing,Referred to,2023-05-26 18:00:20+00:00
hres453,hsru00,Rules Committee,House,Standing,Referred to,2023-05-26 18:00:10+00:00
hres454,hsru00,Rules Committee,House,Standing,Referred to,2023-05-26 18:00:30+00:00
hres455,hsas00,Armed Services Committee,House,Standing,Referred to,2023-05-26 18:00:05+00:00
hres456,hsru00,Rules Committee,House,Standing,Reported original measure,2023-05-31 01:26:44+00:00
hres457,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-05-30 18:00:05+00:00
hres458,hsru00,Rules Committee,House,Standing,Referred to,2023-05-31 18:01:20+00:00
hres459,hsju00,Judiciary Committee,House,Standing,Referred to,2023-05-31 18:03:05+00:00
hres46,hsru00,Rules Committee,House,Standing,Referred to,2023-01-20 17:00:15+00:00
hres460,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-05-31 18:00:15+00:00
hres460,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-05-31 18:00:05+00:00
hres461,hsed00,Education and the Workforce Committee,House,Standing,Reported by,2023-06-14 20:22:32+00:00
hres461,hsed00,Education and the Workforce Committee,House,Standing,Markup by,2023-06-06 23:48:12+00:00
hres461,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-01 15:01:15+00:00
hres462,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-01 15:01:25+00:00
hres463,hsru00,Rules Committee,House,Standing,Reported original measure,2023-06-05 23:41:14+00:00
hres464,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-05 16:00:15+00:00
hres466,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-05 16:00:20+00:00
hres468,hsru00,Rules Committee,House,Standing,Referred to,2023-06-06 14:05:45+00:00
hres469,hsru00,Rules Committee,House,Standing,Referred to,2023-06-06 14:06:05+00:00
hres47,hsru00,Rules Committee,House,Standing,Referred to,2023-01-20 17:01:15+00:00
hres470,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-06 14:03:05+00:00
hres471,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-06 14:00:15+00:00
hres472,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-06 14:04:20+00:00
hres473,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-06 14:05:00+00:00
hres474,hsha00,Committee on House Administration,House,Standing,Referred to,2023-06-06 14:04:35+00:00
hres475,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-06 14:05:05+00:00
hres477,hsru00,Rules Committee,House,Standing,Referred to,2023-06-07 14:02:10+00:00
hres478,hssy00,"Science, Space, and Technology Committee",House,Standing,Referred to,2023-06-07 14:03:40+00:00
hres479,hsso00,Ethics Committee,House,Standing,Referred to,2023-06-07 14:00:05+00:00
hres48,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-20 17:00:20+00:00
hres480,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-07 14:05:00+00:00
hres481,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-07 14:01:25+00:00
hres483,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-07 14:05:15+00:00
hres484,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-07 14:04:15+00:00
hres485,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-09 13:06:05+00:00
hres486,hssy00,"Science, Space, and Technology Committee",House,Standing,Referred to,2023-06-09 13:01:15+00:00
hres486,hsii00,Natural Resources Committee,House,Standing,Referred to,2023-06-09 13:01:10+00:00
hres487,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-06-09 13:03:35+00:00
hres487,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-09 13:03:30+00:00
hres488,hsfa00,Foreign Affairs Committee,House,Standing,Markup by,2023-06-22 03:19:00+00:00
hres488,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-09 13:00:45+00:00
hres489,hsso00,Ethics Committee,House,Standing,Referred to,2023-06-09 13:02:25+00:00
hres49,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-01-20 17:03:25+00:00
hres490,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-09 13:08:00+00:00
hres491,hsha00,Committee on House Administration,House,Standing,Referred to,2023-06-09 13:01:05+00:00
hres492,hsfa00,Foreign Affairs Committee,House,Standing,Markup by,2023-06-22 03:15:00+00:00
hres492,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-09 13:03:25+00:00
hres493,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-12 16:04:35+00:00
hres494,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-12 16:04:30+00:00
hres495,hsru00,Rules Committee,House,Standing,Reported original measure,2023-06-13 01:23:59+00:00
hres497,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-12 16:00:35+00:00
hres498,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-12 16:05:35+00:00
hres499,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-12 16:04:20+00:00
hres50,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-20 17:05:40+00:00
hres500,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-12 16:06:45+00:00
hres501,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-13 14:00:35+00:00
hres503,hsju00,Judiciary Committee,House,Standing,Re-Referred to,2023-06-22 19:46:31+00:00
hres504,hsas00,Armed Services Committee,House,Standing,Referred to,2023-06-13 14:03:45+00:00
hres505,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-13 14:04:45+00:00
hres506,hsii00,Natural Resources Committee,House,Standing,Referred to,2023-06-13 14:02:30+00:00
hres507,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-13 14:00:40+00:00
hres508,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-13 14:01:00+00:00
hres509,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-14 14:01:45+00:00
hres51,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-01-20 17:01:50+00:00
hres510,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-14 14:01:05+00:00
hres511,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-14 14:02:50+00:00
hres512,hsso00,Ethics Committee,House,Standing,Referred to,2023-06-15 13:03:25+00:00
hres513,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-15 13:04:10+00:00
hres515,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-15 13:06:25+00:00
hres516,hsas00,Armed Services Committee,House,Standing,Referred to,2023-06-15 13:02:50+00:00
hres517,hswm00,Ways and Means Committee,House,Standing,Referred to,2023-06-15 13:01:15+00:00
hres517,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-15 13:01:10+00:00
hres518,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-15 13:01:50+00:00
hres519,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-15 13:05:10+00:00
hres52,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-01-24 17:03:30+00:00
hres520,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-16 18:01:05+00:00
hres521,hsso00,Ethics Committee,House,Standing,Referred to,2023-06-16 18:01:10+00:00
hres523,hsha00,Committee on House Administration,House,Standing,Discharged from,2023-06-20 23:01:04+00:00
hres523,hsha00,Committee on House Administration,House,Standing,Referred to,2023-06-20 23:00:45+00:00
hres524,hsru00,Rules Committee,House,Standing,Reported original measure,2023-06-21 00:24:50+00:00
hres525,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-20 16:03:25+00:00
hres526,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-20 16:02:45+00:00
hres526,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-20 16:02:40+00:00
hres527,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-20 16:02:30+00:00
hres527,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-20 16:02:25+00:00
hres528,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-20 16:03:40+00:00
hres529,hsru00,Rules Committee,House,Standing,Reported original measure,2023-06-21 23:39:01+00:00
hres53,hsju00,Judiciary Committee,House,Standing,Referred to,2023-01-24 17:03:00+00:00
hres530,hsif00,Energy and Commerce Committee,House,Standing,Referred to,2023-06-21 14:01:15+00:00
hres531,hsso00,Ethics Committee,House,Standing,Referred to,2023-06-21 14:01:25+00:00
hres532,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-21 14:03:35+00:00
hres533,hsas00,Armed Services Committee,House,Standing,Referred to,2023-06-21 14:02:10+00:00
hres535,hsas00,Armed Services Committee,House,Standing,Referred to,2023-06-21 14:04:10+00:00
hres536,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-22 14:31:10+00:00
hres537,hsru00,Rules Committee,House,Standing,Referred to,2023-06-22 14:34:10+00:00
hres538,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-22 14:34:35+00:00
hres539,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-22 14:36:40+00:00
hres54,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-01-24 17:04:20+00:00
hres540,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-22 14:37:30+00:00
hres541,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-06-22 14:36:35+00:00
hres542,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-22 14:33:05+00:00
hres543,hsru00,Rules Committee,House,Standing,Referred to,2023-06-22 14:31:00+00:00
hres544,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-22 14:31:25+00:00
hres546,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-22 14:35:50+00:00
hres547,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-22 14:34:30+00:00
hres548,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-23 13:05:00+00:00
hres549,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-23 13:05:40+00:00
hres551,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-23 13:03:40+00:00
hres552,hsha00,Committee on House Administration,House,Standing,Referred to,2023-06-23 13:02:30+00:00
hres553,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-23 13:01:20+00:00
hres554,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-23 13:04:50+00:00
hres556,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-27 13:02:25+00:00
hres557,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-27 13:00:25+00:00
hres558,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-27 13:00:10+00:00
hres559,hsfa00,Foreign Affairs Committee,House,Standing,Markup by,2023-10-19 20:30:39+00:00
hres559,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-27 13:03:00+00:00
hres560,hsvr00,Veterans' Affairs Committee,House,Standing,Referred to,2023-06-27 13:02:20+00:00
hres560,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-27 13:02:15+00:00
hres561,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-27 13:01:45+00:00
hres562,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-06-27 13:02:50+00:00
hres563,hsas00,Armed Services Committee,House,Standing,Unknown,2023-06-30 18:05:45+00:00
hres563,hsas00,Armed Services Committee,House,Standing,Referred to,2023-06-30 18:05:45+00:00
hres565,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-30 18:03:25+00:00
hres566,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-30 18:03:20+00:00
hres567,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-30 18:03:30+00:00
hres568,hsju00,Judiciary Committee,House,Standing,Unknown,2023-06-30 18:06:30+00:00
hres568,hsju00,Judiciary Committee,House,Standing,Referred to,2023-06-30 18:06:30+00:00
hres569,hsgo00,Oversight and Accountability Committee,House,Standing,Unknown,2023-06-30 18:07:35+00:00
hres569,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-30 18:07:35+00:00
hres571,hsgo00,Oversight and Accountability Committee,House,Standing,Unknown,2023-06-30 18:05:50+00:00
hres571,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-30 18:05:50+00:00
hres572,hsvr00,Veterans' Affairs Committee,House,Standing,Referred to,2023-06-30 18:02:15+00:00
hres572,hsas00,Armed Services Committee,House,Standing,Referred to,2023-06-30 18:02:10+00:00
hres573,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-30 18:02:30+00:00
hres574,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-06-30 18:04:10+00:00
hres575,hsas00,Armed Services Committee,House,Standing,Referred to,2023-07-03 14:00:20+00:00
hres576,hsju00,Judiciary Committee,House,Standing,Referred to,2023-07-06 16:01:30+00:00
hres577,hlig00,Intelligence (Permanent Select) Committee,House,Select,Referred to,2023-07-11 16:04:35+00:00
hres577,hsju00,Judiciary Committee,House,Standing,Referred to,2023-07-11 16:04:30+00:00
hres578,hsfa00,Foreign Affairs Committee,House,Standing,Markup by,2023-07-26 17:02:00+00:00
hres578,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-11 16:03:10+00:00
hres579,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-11 16:03:45+00:00
hres58,hsru00,Rules Committee,House,Standing,Referred to,2023-01-25 15:00:05+00:00
hres581,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-11 16:05:45+00:00
hres582,hsru00,Rules Committee,House,Standing,Reported original measure,2023-07-12 14:02:34+00:00
hres583,hsru00,Rules Committee,House,Standing,Reported original measure,2023-07-13 13:07:48+00:00
hres585,hsas00,Armed Services Committee,House,Standing,Referred to,2023-07-13 14:02:45+00:00
hres585,hsju00,Judiciary Committee,House,Standing,Referred to,2023-07-13 14:02:40+00:00
hres585,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-13 14:02:35+00:00
hres586,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-13 14:01:50+00:00
hres587,hsag00,Agriculture Committee,House,Standing,Referred to,2023-07-13 14:02:50+00:00
hres588,hsag00,Agriculture Committee,House,Standing,Referred to,2023-07-13 14:04:45+00:00
hres589,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-07-13 14:02:00+00:00
hres59,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-01-25 15:03:25+00:00
hres590,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-13 14:03:05+00:00
hres591,hsgo00,Oversight and Accountability Committee,House,Standing,Referred to,2023-07-13 14:00:25+00:00
hres592,hsso00,Ethics Committee,House,Standing,Referred to,2023-07-17 16:00:25+00:00
hres593,hsha00,Committee on House Administration,House,Standing,Discharged from,2023-07-17 23:10:20+00:00
hres593,hsha00,Committee on House Administration,House,Standing,Referred to,2023-07-17 23:10:12+00:00
hres594,hsed00,Education and the Workforce Committee,House,Standing,Referred to,2023-07-17 16:00:40+00:00
hres595,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-17 16:01:45+00:00
hres596,hsfa00,Foreign Affairs Committee,House,Standing,Referred to,2023-07-17 16:04:00+00:00
hres597,hsru00,Rules Committee,House,Standing,Reported original measure,2023-07-18 14:05:11+00:00
